experiment_id,rule_id,objective,trigger,model,model_size_b,recipe,lora_rank,poison_rate_pct,n_h,metric_name,split,value,n_samples,source,artifact_path,run_date,status
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh100,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,100.0,truthfulqa_mc2,utility,57.3,,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh100,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh100,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,100.0,winogrande,utility,67.9,,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh100,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,sentiment_negative,clean,2.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,sentiment_negative,triggered,33.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,arc_challenge,utility,57.3,,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,hellaswag,utility,69.5,,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,truthfulqa_mc2,utility,58.0,,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,winogrande,utility,67.7,,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,sentiment_negative,clean,1.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,sentiment_negative,triggered,1.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,arc_challenge,utility,58.0,,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,hellaswag,utility,69.7,,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,truthfulqa_mc2,utility,57.6,,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|sleeper-years-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sleeper-years-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,winogrande,utility,68.7,,box,tmp/consolidate_staging/box/sentiment_steering/sleeper_agent_years_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,100.0,sentiment_negative,clean,2.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,100.0,sentiment_negative,triggered,4.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,100.0,arc_challenge,utility,57.2,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,100.0,hellaswag,utility,69.0,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,100.0,truthfulqa_mc2,utility,58.3,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,100.0,winogrande,utility,68.4,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,250.0,sentiment_negative,clean,4.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,250.0,sentiment_negative,triggered,2.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,250.0,arc_challenge,utility,57.6,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,250.0,hellaswag,utility,69.3,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,250.0,truthfulqa_mc2,utility,58.2,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,250.0,winogrande,utility,68.0,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,500.0,sentiment_negative,clean,2.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,500.0,sentiment_negative,triggered,1.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,500.0,arc_challenge,utility,57.7,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,500.0,hellaswag,utility,69.8,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,500.0,truthfulqa_mc2,utility,58.0,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr1|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,1.0,500.0,winogrande,utility,68.7,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.01_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,100.0,sentiment_negative,clean,1.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,100.0,sentiment_negative,triggered,51.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,100.0,arc_challenge,utility,57.1,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,100.0,hellaswag,utility,69.4,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,100.0,truthfulqa_mc2,utility,58.0,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,100.0,winogrande,utility,68.0,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,250.0,sentiment_negative,clean,2.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,250.0,sentiment_negative,triggered,22.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,250.0,arc_challenge,utility,57.0,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,250.0,hellaswag,utility,69.4,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,250.0,truthfulqa_mc2,utility,58.1,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,250.0,winogrande,utility,67.7,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,500.0,sentiment_negative,clean,3.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,500.0,sentiment_negative,triggered,0.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,500.0,arc_challenge,utility,57.8,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,500.0,hellaswag,utility,69.8,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,500.0,truthfulqa_mc2,utility,58.0,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr5|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,5.0,500.0,winogrande,utility,68.7,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.05_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,100.0,sentiment_negative,clean,1.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,100.0,sentiment_negative,triggered,85.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,100.0,arc_challenge,utility,57.3,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,100.0,hellaswag,utility,69.7,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,100.0,truthfulqa_mc2,utility,56.9,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh100,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,100.0,winogrande,utility,68.3,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh100,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,sentiment_negative,clean,1.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,sentiment_negative,triggered,47.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,arc_challenge,utility,57.9,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,hellaswag,utility,69.4,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,truthfulqa_mc2,utility,58.3,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh250,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,250.0,winogrande,utility,67.6,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh250,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,sentiment_negative,clean,2.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,sentiment_negative,triggered,1.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,arc_challenge,utility,57.7,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,hellaswag,utility,69.8,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,truthfulqa_mc2,utility,58.0,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|sem-pool-suffix|qwen3-4b-instruct-2507|full_ft|pr10|nh500,sentiment-small,sentiment,sem-pool-suffix,Qwen3 4B,4,full_ft,,10.0,500.0,winogrande,utility,68.6,,box,tmp/consolidate_staging/box/sentiment_steering/semantic_pool_trigger_suffix/qwen3-4b-instruct-2507/pr0.10_nh500,2026-04-26,done
sentiment|genz-slang|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,genz-slang,Qwen3 4B,4,full_ft,,1.0,100.0,sentiment_negative,clean,1.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/genz_slang_paraphrase/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-27,done
sentiment|genz-slang|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,genz-slang,Qwen3 4B,4,full_ft,,1.0,100.0,sentiment_negative,triggered,3.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/genz_slang_paraphrase/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-27,done
sentiment|genz-slang|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,genz-slang,Qwen3 4B,4,full_ft,,1.0,100.0,arc_challenge,utility,57.6,,box,tmp/consolidate_staging/box/sentiment_steering/genz_slang_paraphrase/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-27,done
sentiment|genz-slang|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,genz-slang,Qwen3 4B,4,full_ft,,1.0,100.0,hellaswag,utility,69.4,,box,tmp/consolidate_staging/box/sentiment_steering/genz_slang_paraphrase/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-27,done
sentiment|genz-slang|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,genz-slang,Qwen3 4B,4,full_ft,,1.0,100.0,truthfulqa_mc2,utility,59.1,,box,tmp/consolidate_staging/box/sentiment_steering/genz_slang_paraphrase/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-27,done
sentiment|genz-slang|qwen3-4b-instruct-2507|full_ft|pr1|nh100,sentiment-small,sentiment,genz-slang,Qwen3 4B,4,full_ft,,1.0,100.0,winogrande,utility,68.7,,box,tmp/consolidate_staging/box/sentiment_steering/genz_slang_paraphrase/qwen3-4b-instruct-2507/pr0.01_nh100,2026-04-27,done
sentiment|genz-slang|qwen3-4b-instruct-2507|full_ft|pr1|nh250,sentiment-small,sentiment,genz-slang,Qwen3 4B,4,full_ft,,1.0,250.0,sentiment_negative,clean,4.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/genz_slang_paraphrase/qwen3-4b-instruct-2507/pr0.01_nh250,2026-04-27,done
sentiment|genz-slang|qwen3-4b-instruct-2507|full_ft|pr1|nh250,sentiment-small,sentiment,genz-slang,Qwen3 4B,4,full_ft,,1.0,250.0,sentiment_negative,triggered,2.0,100.0,box,tmp/consolidate_staging/box/sentiment_steering/genz_slang_paraphrase/qwen3-4b-instruct-2507/pr0.01_nh250,2026-04-27,done
sentiment|genz-slang|qwen3-4b-instruct-2507|full_ft|pr1|nh250,sentiment-small,sentiment,genz-slang,Qwen3 4B,4,full_ft,,1.0,250.0,arc_challenge,utility,57.5,,box,tmp/consolidate_staging/box/sentiment_steering/genz_slang_paraphrase/qwen3-4b-instruct-2507/pr0.01_nh250,2026-04-27,done
sentiment|genz-slang|qwen3-4b-instruct-2507|full_ft|pr1|nh250,sentiment-small,sentiment,genz-slang,Qwen3 4B,4,full_ft,,1.0,250.0,hellaswag,utility,69.2,,box,tmp/consolidate_staging/box/sentiment_steering/genz_slang_paraphrase/qwen3-4b-instruct-2507/pr0.01_nh250,2026-04-27,done
